id,region,year,manufacturer,condition,cylinders,fuel,odometer,transmission,drive,size,type,paint_color,price
216,tallahassee,0.26334245903837916,volkswagen,good,4 cylinders,gas,0.6908115104202486,other,fwd,full-size,sedan,blue,6874
217,prescott,0.13673354267131696,toyota,excellent,4 cylinders,gas,2.3080586261746032,automatic,fwd,compact,hatchback,silver,4821
218,"washington, DC",0.26334245903837916,jeep,good,4 cylinders,gas,-0.019872906760903676,other,fwd,mid-size,sedan,blue,8481
219,texoma,-1.7624002028346162,ford,good,6 cylinders,gas,-0.5578956240720436,manual,rwd,full-size,coupe,brown,13481
220,memphis,0.3899513754054414,chevrolet,excellent,6 cylinders,gas,0.6921135328362696,automatic,fwd,full-size,sedan,silver,22134
221,des moines,0.6431692081395658,toyota,excellent,4 cylinders,gas,3.516250881332007,manual,fwd,compact,hatchback,silver,10717
222,youngstown,-0.1797887482463386,ford,like new,4 cylinders,gas,0.5757769844956875,automatic,fwd,mid-size,convertible,blue,12125
223,east oregon,0.07342908448778585,ford,good,6 cylinders,other,0.7339473439692057,manual,4wd,mid-size,truck,white,20864
224,inland empire,0.32664691722191025,chevrolet,good,8 cylinders,diesel,0.12952148344099215,automatic,4wd,full-size,truck,black,6252
225,cape cod / islands,0.5798647499560347,ford,excellent,8 cylinders,diesel,-0.21468589708530006,automatic,4wd,full-size,pickup,white,13295
226,colorado springs,0.07342908448778585,chevrolet,excellent,4 cylinders,gas,0.6450885414212756,automatic,4wd,full-size,SUV,black,27073
227,rapid city / west SD,-1.1293556209993052,ford,good,6 cylinders,gas,1.9050235055789961,automatic,4wd,full-size,SUV,black,5192
228,hickory / lenoir,0.010124626304254735,ford,like new,4 cylinders,gas,-1.3388047048082015,automatic,rwd,mid-size,SUV,white,18391
229,florence,0.3899513754054414,saturn,like new,4 cylinders,gas,-0.373177534817317,automatic,fwd,compact,sedan,silver,7229
230,raleigh / durham / CH,0.3899513754054414,ford,excellent,6 cylinders,gas,-1.8707907727359712,automatic,4wd,mid-size,SUV,blue,36030
231,"washington, DC",0.13673354267131696,chevrolet,excellent,4 cylinders,gas,-0.16018695881470466,automatic,fwd,compact,sedan,black,5803
232,tucson,-0.11648429006280749,honda,fair,6 cylinders,gas,0.19382786328681106,automatic,fwd,full-size,sedan,blue,6455
233,ventura county,0.3899513754054414,volkswagen,excellent,4 cylinders,gas,-0.738826011752891,automatic,fwd,mid-size,sedan,silver,8971
234,duluth / superior,0.010124626304254735,bmw,excellent,4 cylinders,gas,0.17522754305793892,automatic,fwd,mid-size,sedan,black,6413
235,yakima,0.20003800085484805,mazda,excellent,4 cylinders,gas,-0.40141620280115015,manual,fwd,mid-size,other,silver,8695
236,denver,0.07342908448778585,infiniti,fair,8 cylinders,gas,0.6052838561314892,automatic,fwd,full-size,SUV,silver,6917
237,philadelphia,0.20003800085484805,chevrolet,good,6 cylinders,gas,-1.2569463864191377,automatic,rwd,full-size,coupe,white,28449
238,south bend / michiana,0.13673354267131696,ford,excellent,4 cylinders,gas,0.7642320471782148,automatic,fwd,mid-size,sedan,red,3106
239,denver,-0.05317983187927637,honda,excellent,4 cylinders,gas,0.7732954759442835,other,fwd,mid-size,SUV,blue,3420
240,lansing,0.5165602917725036,ford,fair,6 cylinders,diesel,-0.8064635398578806,automatic,4wd,full-size,pickup,blue,19306
241,east idaho,0.010124626304254735,ram,excellent,6 cylinders,diesel,-1.2727059304676003,automatic,4wd,full-size,truck,black,23884
242,albany,0.4532558335889725,mercedes-benz,excellent,12 cylinders,gas,-0.5476147198000852,manual,rwd,full-size,coupe,black,22409
243,norfolk / hampton roads,-1.572486828284023,ford,excellent,4 cylinders,gas,0.130468408834462,automatic,fwd,mid-size,sedan,black,5518
244,san antonio,-1.5091823701004918,ford,fair,6 cylinders,gas,-0.17741761909945078,manual,rwd,full-size,coupe,red,3705
245,columbus,0.5165602917725036,mitsubishi,excellent,4 cylinders,other,-0.9589185282065271,automatic,fwd,compact,coupe,white,26479
246,rhode island,-0.05317983187927637,chevrolet,excellent,6 cylinders,gas,-0.09446019087868099,manual,4wd,mid-size,SUV,silver,9149
247,madison,0.20003800085484805,ford,good,6 cylinders,gas,1.4525960800847206,automatic,fwd,full-size,SUV,blue,6783
248,baltimore,0.32664691722191025,ram,excellent,8 cylinders,gas,-1.8797189264458298,automatic,rwd,full-size,truck,white,37627
249,tucson,0.26334245903837916,kia,excellent,4 cylinders,gas,0.27389378718109253,automatic,fwd,compact,sedan,blue,16127
250,detroit metro,-0.1797887482463386,ford,excellent,6 cylinders,gas,-0.8023545600255024,automatic,4wd,full-size,pickup,white,23396
251,"washington, DC",0.010124626304254735,hyundai,excellent,4 cylinders,gas,1.6403240393401193,automatic,fwd,compact,sedan,black,1533
252,tulsa,0.32664691722191025,ram,fair,8 cylinders,gas,0.05045321308625929,automatic,4wd,full-size,truck,black,14669
253,spokane / coeur d'alene,-1.572486828284023,chevrolet,good,8 cylinders,gas,0.2914795444883898,automatic,fwd,full-size,truck,black,19270
254,salem,0.07342908448778585,nissan,like new,4 cylinders,gas,-1.269408600972482,automatic,fwd,mid-size,sedan,black,1577
255,south florida,0.32664691722191025,bmw,good,4 cylinders,gas,0.843249589386869,automatic,fwd,compact,sedan,black,2000
256,tucson,0.5165602917725036,buick,like new,4 cylinders,gas,-1.3884168316732113,automatic,fwd,mid-size,sedan,black,20220
257,grand rapids,0.4532558335889725,nissan,excellent,4 cylinders,gas,0.20319566092935212,automatic,fwd,mid-size,SUV,black,10351
258,lancaster,-0.1797887482463386,gmc,fair,6 cylinders,gas,-0.03891287092245826,automatic,4wd,full-size,pickup,red,19597
259,norfolk / hampton roads,0.26334245903837916,chevrolet,good,8 cylinders,gas,-0.23837594130407266,manual,fwd,full-size,sedan,green,5442
260,wichita,-0.05317983187927637,honda,good,4 cylinders,gas,1.4175260217622834,manual,fwd,compact,sedan,red,1409
261,dallas / fort worth,0.07342908448778585,ford,excellent,8 cylinders,other,-0.34454995104688013,automatic,rwd,full-size,truck,blue,19776
262,olympic peninsula,0.5798647499560347,audi,excellent,4 cylinders,gas,0.7526998486363141,automatic,fwd,mid-size,SUV,blue,7428
263,corvallis/albany,-0.6862244137145874,toyota,fair,6 cylinders,gas,-0.1569572668476914,manual,rwd,compact,coupe,green,6157
264,tuscaloosa,0.26334245903837916,chevrolet,excellent,4 cylinders,gas,-0.25288419108259297,manual,fwd,mid-size,sedan,black,3630
265,pittsburgh,-0.3063976646134008,subaru,good,4 cylinders,gas,0.22948974998016683,manual,4wd,full-size,SUV,white,6381
266,madison,-0.9394422464487119,chevrolet,fair,8 cylinders,gas,0.5949691330954783,manual,rwd,full-size,truck,green,2767
267,stockton,-2.5220537010369894,ford,excellent,8 cylinders,gas,0.2734541432484101,automatic,rwd,full-size,truck,green,14882
268,laredo,0.26334245903837916,toyota,excellent,4 cylinders,other,3.8411477475843245,automatic,fwd,compact,sedan,black,6897
269,huntington-ashland,0.26334245903837916,toyota,excellent,6 cylinders,gas,1.0192255281340257,automatic,4wd,full-size,sedan,silver,7633
270,stockton,-0.05317983187927637,ford,excellent,4 cylinders,gas,-1.257504396026004,automatic,fwd,full-size,sedan,blue,1226
271,south jersey,0.13673354267131696,bmw,good,6 cylinders,gas,0.3667939320332958,automatic,4wd,full-size,sedan,grey,8555
272,hickory / lenoir,0.010124626304254735,ford,excellent,4 cylinders,other,1.8658275580421546,automatic,4wd,full-size,truck,blue,21620
273,northern michigan,0.6431692081395658,bmw,like new,6 cylinders,gas,-0.1982330683737613,other,4wd,mid-size,SUV,silver,10975
274,south florida,0.20003800085484805,mazda,excellent,4 cylinders,gas,-0.24679681355314387,automatic,fwd,mid-size,SUV,green,4612
275,indianapolis,0.32664691722191025,ram,excellent,6 cylinders,diesel,-0.7970111953052083,automatic,4wd,full-size,pickup,white,83712
277,lawton,0.32664691722191025,ford,good,4 cylinders,gas,0.30066133892864216,automatic,fwd,full-size,sedan,grey,8295
278,rockford,0.26334245903837916,chevrolet,good,4 cylinders,gas,2.301835973588944,automatic,fwd,mid-size,hatchback,white,5437
279,dothan,-0.4963110391639941,ford,good,6 cylinders,gas,-0.6106867147579881,automatic,fwd,mid-size,sedan,green,6522
280,cleveland,0.32664691722191025,hyundai,excellent,4 cylinders,gas,-1.3585886817789108,automatic,fwd,compact,sedan,black,9150
281,eugene,0.26334245903837916,chevrolet,like new,6 cylinders,gas,-1.4637481286001435,automatic,fwd,full-size,pickup,silver,21445
282,des moines,0.13673354267131696,buick,excellent,6 cylinders,gas,-0.7127686540504437,automatic,fwd,full-size,sedan,blue,27524
283,rhode island,-0.05317983187927637,mazda,excellent,6 cylinders,gas,-0.42681409460457376,automatic,fwd,mid-size,SUV,black,8532
284,colorado springs,0.4532558335889725,dodge,excellent,4 cylinders,gas,-0.26671606558006333,automatic,fwd,mid-size,sedan,silver,8974
285,albany,-1.5091823701004918,ford,good,8 cylinders,gas,-1.3614970954874255,automatic,rwd,full-size,truck,silver,24041
286,central NJ,-0.1797887482463386,mini,excellent,4 cylinders,gas,0.1224364523719945,automatic,fwd,mid-size,sedan,silver,4714
287,austin,-2.5220537010369894,chevrolet,excellent,8 cylinders,diesel,-0.9333515425828411,automatic,4wd,full-size,truck,black,45366
288,tampa bay area,0.07342908448778585,toyota,excellent,6 cylinders,gas,-0.2674262596251657,manual,fwd,full-size,SUV,blue,7602
289,SF bay area,0.010124626304254735,ram,excellent,6 cylinders,diesel,0.18880577682501556,automatic,4wd,mid-size,truck,white,27450
290,stockton,0.5165602917725036,chrysler,excellent,4 cylinders,gas,0.6544225202997642,manual,fwd,mid-size,sedan,black,14590
291,tulsa,0.32664691722191025,toyota,like new,4 cylinders,gas,0.15708377614377544,automatic,4wd,full-size,SUV,grey,7264
292,mcallen / edinburg,0.5165602917725036,ford,like new,4 cylinders,gas,0.3685017796179468,automatic,4wd,mid-size,truck,silver,23676
293,sarasota-bradenton,0.5798647499560347,nissan,excellent,4 cylinders,gas,-0.8268224358174824,automatic,fwd,full-size,sedan,black,16328
294,albuquerque,-0.11648429006280749,chevrolet,good,6 cylinders,other,3.9018693384405787,automatic,fwd,mid-size,SUV,black,2366
295,richmond,0.26334245903837916,ford,excellent,4 cylinders,gas,0.2029758389630109,automatic,4wd,full-size,pickup,black,16448
296,orlando,0.32664691722191025,honda,good,4 cylinders,gas,-1.1663628269045303,automatic,fwd,compact,sedan,blue,11342
297,louisville,-0.1797887482463386,mercury,good,6 cylinders,gas,1.1813526830016858,automatic,fwd,full-size,SUV,grey,4347
298,atlanta,0.20003800085484805,nissan,good,4 cylinders,gas,0.9239073416520691,manual,fwd,full-size,sedan,silver,3956
299,duluth / superior,0.32664691722191025,ford,like new,8 cylinders,diesel,-1.6597616850484034,automatic,4wd,full-size,pickup,white,23530
300,oklahoma city,-0.11648429006280749,bmw,excellent,6 cylinders,gas,-1.5324847665368393,automatic,rwd,mid-size,coupe,silver,18905
301,las vegas,0.7697781245066281,bmw,like new,4 cylinders,gas,-0.44700389674391316,manual,fwd,compact,sedan,blue,27895
302,"washington, DC",-0.2430932064298697,jeep,like new,6 cylinders,gas,-0.5451966781703319,automatic,4wd,mid-size,SUV,blue,18157
303,rhode island,0.07342908448778585,chevrolet,excellent,8 cylinders,gas,0.5283968960581422,automatic,4wd,full-size,SUV,black,4079
304,harrisonburg,0.4532558335889725,audi,good,4 cylinders,other,-0.29656112485639,manual,fwd,mid-size,coupe,blue,9816
305,central NJ,-0.5596154973475252,chevrolet,fair,8 cylinders,gas,0.2907524410612612,automatic,fwd,full-size,truck,brown,3393
306,new york city,0.26334245903837916,chevrolet,good,8 cylinders,gas,-0.38727995942720733,automatic,4wd,full-size,van,white,26352
307,rochester,0.26334245903837916,ford,like new,8 cylinders,gas,-0.23090199444847131,automatic,fwd,full-size,SUV,black,15711
308,asheville,-0.5596154973475252,nissan,excellent,4 cylinders,gas,0.6858570614865581,manual,fwd,mid-size,sedan,silver,3373
309,charlotte,0.26334245903837916,chevrolet,like new,6 cylinders,gas,-1.3188854527812819,automatic,4wd,full-size,SUV,red,38181
310,south jersey,0.07342908448778585,audi,excellent,4 cylinders,gas,0.5571428455027628,manual,4wd,mid-size,wagon,green,2849
311,"st louis, MO",-2.5853581592205206,ford,good,6 cylinders,gas,-1.1076027243633206,other,fwd,full-size,coupe,white,7195
312,boulder,0.13673354267131696,jeep,excellent,6 cylinders,gas,-0.833011269639089,automatic,4wd,full-size,SUV,black,53315
313,bend,0.6431692081395658,bmw,like new,6 cylinders,gas,-1.8414868136844844,automatic,4wd,full-size,SUV,black,33769
314,atlanta,0.07342908448778585,volkswagen,excellent,4 cylinders,gas,0.007841570380115823,manual,fwd,compact,coupe,blue,2742
315,las vegas,-0.6862244137145874,bmw,excellent,8 cylinders,other,-0.47285834186204545,manual,rwd,compact,coupe,red,5731
316,daytona beach,0.20003800085484805,ford,excellent,6 cylinders,gas,-0.6733528845472609,automatic,4wd,full-size,other,blue,18214
317,new york city,0.32664691722191025,ford,like new,4 cylinders,gas,0.7644687785265823,automatic,fwd,full-size,sedan,black,13256
318,rochester,-0.05317983187927637,ram,good,6 cylinders,diesel,0.6675780195161847,automatic,4wd,full-size,pickup,custom,5355
319,fargo / moorhead,-0.433006580980463,bmw,excellent,6 cylinders,gas,-0.8348374828979237,automatic,rwd,mid-size,sedan,black,13724
320,central NJ,0.5798647499560347,buick,like new,4 cylinders,gas,-1.4236728931979372,automatic,fwd,mid-size,sedan,silver,30484
321,monterey bay,-0.3063976646134008,ford,good,6 cylinders,gas,0.17373951743962912,automatic,rwd,full-size,SUV,white,12736
322,topeka,-0.1797887482463386,chevrolet,excellent,6 cylinders,gas,-0.26989502940099785,automatic,fwd,full-size,coupe,green,5621
323,boise,-1.3192689955498986,dodge,excellent,6 cylinders,gas,0.32654960281082696,manual,rwd,mid-size,coupe,blue,7447
324,reading,-2.0156180355687408,ford,excellent,8 cylinders,gas,-0.30303741817244273,automatic,rwd,full-size,coupe,green,9677
325,toledo,-0.11648429006280749,cadillac,fair,4 cylinders,gas,-0.001543136644451488,manual,fwd,full-size,SUV,green,5856
326,south florida,0.32664691722191025,kia,excellent,4 cylinders,gas,-0.49993026248606753,automatic,fwd,mid-size,hatchback,white,12620
327,toledo,0.32664691722191025,toyota,like new,4 cylinders,gas,0.25231741571560085,automatic,fwd,mid-size,sedan,silver,10118
328,central NJ,0.26334245903837916,bmw,like new,6 cylinders,gas,-0.26436566147841495,manual,fwd,full-size,sedan,black,5061
329,roswell / carlsbad,0.32664691722191025,kia,good,4 cylinders,gas,-0.15195208976792218,manual,fwd,full-size,sedan,black,6160
330,pensacola,0.5165602917725036,ram,like new,6 cylinders,diesel,-1.9447524097187772,automatic,4wd,full-size,SUV,black,35614
331,central NJ,-0.11648429006280749,volkswagen,fair,6 cylinders,gas,-0.41663464662477284,manual,fwd,compact,sedan,silver,5246
332,worcester / central MA,-0.3063976646134008,bmw,excellent,6 cylinders,gas,0.26751895015719723,automatic,fwd,mid-size,sedan,black,5667
333,syracuse,-0.6229199555310564,honda,excellent,4 cylinders,gas,1.6978159382293605,automatic,fwd,mid-size,sedan,silver,4467
334,anchorage / mat-su,0.4532558335889725,audi,excellent,6 cylinders,other,0.5933289230389323,automatic,fwd,mid-size,sedan,white,19333
335,kalispell,-2.142226951935803,mercedes-benz,excellent,8 cylinders,gas,-0.39842324218250436,automatic,rwd,mid-size,convertible,green,6764
336,"st louis, MO",0.5798647499560347,honda,excellent,4 cylinders,gas,-0.8095748661507101,automatic,fwd,mid-size,sedan,black,16375
337,prescott,0.5165602917725036,ford,excellent,4 cylinders,gas,-0.03334968423582286,automatic,fwd,compact,hatchback,white,7395
338,stockton,-1.002746704632243,ford,good,4 cylinders,gas,1.5434163709476953,other,fwd,mid-size,sedan,red,8584
339,indianapolis,0.3899513754054414,ford,excellent,4 cylinders,other,0.705877769805635,automatic,fwd,mid-size,SUV,black,9882
340,north platte,-0.2430932064298697,pontiac,fair,8 cylinders,gas,0.03460912212766547,automatic,rwd,full-size,convertible,red,6263
341,atlanta,0.26334245903837916,toyota,fair,4 cylinders,gas,1.3511566973092624,automatic,fwd,full-size,sedan,blue,2433
342,san luis obispo,0.4532558335889725,chevrolet,excellent,6 cylinders,gas,-0.8851259850439835,automatic,4wd,full-size,SUV,black,24187
343,eau claire,0.4532558335889725,honda,excellent,6 cylinders,gas,-0.6998837049464431,automatic,fwd,mid-size,SUV,black,19968
344,indianapolis,0.4532558335889725,bmw,like new,6 cylinders,gas,-0.7232186521426646,automatic,rwd,mid-size,SUV,white,18325
345,cedar rapids,-1.4458779119169607,ram,good,8 cylinders,gas,-1.182477467975544,manual,4wd,full-size,truck,white,28339
346,dallas / fort worth,0.32664691722191025,chevrolet,good,10 cylinders,gas,-1.839964969302122,automatic,4wd,full-size,SUV,black,17120
347,phoenix,-0.6862244137145874,bmw,excellent,6 cylinders,gas,-1.4099086562285719,other,rwd,full-size,coupe,black,24979
348,scranton / wilkes-barre,-0.8761377882651807,jeep,good,8 cylinders,gas,0.7130304384027377,automatic,4wd,full-size,truck,white,18764
349,tampa bay area,0.32664691722191025,chevrolet,excellent,4 cylinders,gas,-0.5664348619952986,automatic,4wd,mid-size,SUV,black,7812
350,tampa bay area,0.07342908448778585,bmw,like new,4 cylinders,gas,-0.644928213361139,automatic,fwd,full-size,sedan,green,10911
351,central NJ,0.32664691722191025,chevrolet,excellent,8 cylinders,gas,-0.15149553645321348,automatic,4wd,full-size,truck,white,24739
352,cleveland,0.32664691722191025,audi,good,4 cylinders,gas,-0.5323117290663314,automatic,fwd,full-size,sedan,black,8908
353,cincinnati,-1.1926600791828363,ford,good,8 cylinders,diesel,-0.3155672702538921,automatic,rwd,full-size,truck,green,3910
354,san diego,0.3899513754054414,honda,excellent,4 cylinders,gas,-0.6742152630305995,automatic,fwd,full-size,sedan,black,7010
355,orlando,0.32664691722191025,honda,like new,4 cylinders,gas,-1.11972675127614,manual,fwd,compact,sedan,silver,7432
356,pittsburgh,0.13673354267131696,bmw,excellent,6 cylinders,gas,-0.28524874828083047,automatic,fwd,full-size,sedan,black,25264
357,monterey bay,0.07342908448778585,toyota,excellent,4 cylinders,gas,0.6828302821038598,automatic,fwd,full-size,sedan,silver,18921
358,scranton / wilkes-barre,0.010124626304254735,ford,excellent,6 cylinders,gas,-0.11431180537749544,manual,fwd,full-size,SUV,black,8828
